year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2018,12204,2,22688,5,145,57.7,1
2017,11389,2,36608,1,145,74.3,1.5
2016,10799,2,13967,1,30,64.2,1.5
2016,9499,2,31309,5,20,60.1,1
2019,19500,1,1520,1,145,64.2,2
2017,9995,2,34040,1,0,74.3,1.5
2018,14399,1,29462,1,145,45.6,2
2013,5448,2,66471,5,30,54.3,1.2
2019,16399,2,12689,5,145,39.2,1.5
2017,9499,2,17378,5,145,65.7,1
2017,16999,2,16644,1,145,60.1,2
2014,8299,2,60002,5,145,47.9,1.6
2016,8899,2,49470,1,0,74.3,1.5
2018,12899,2,6207,5,145,49.6,1
2016,14999,2,33883,1,125,56.5,2
2016,9770,1,27589,1,20,64.2,1.5
2017,10249,1,24449,1,30,58.9,1.5
2016,11127,2,22292,5,145,47.9,1.6
2017,16999,2,65853,1,160,48.7,2
2016,10799,2,12249,1,30,64.2,1.5
2016,10699,2,39296,1,30,64.2,1.5
2018,13799,2,14082,5,145,57.7,1
2016,10185,1,53717,1,30,64.2,2
2017,16051,2,11035,5,145,41.5,2
2016,10210,2,21018,1,0,74.3,1.5
2019,10998,2,7096,5,145,43.5,1.2
2015,10599,2,39329,5,165,45.6,1.5
2012,5299,2,69000,5,145,47.9,1.6
2012,3499,2,124000,1,30,65.7,1.6
2012,5499,2,59000,5,145,47.9,1.6
2005,1999,2,63000,5,270,35.3,1.6
2012,3499,2,74000,1,20,68.9,1.2
2012,3899,2,126000,1,125,56.5,2
2015,10495,2,42277,1,125,60.1,2
2015,7699,2,34263,1,0,88.3,1.5
2015,11999,1,55686,3,0,67.3,2
2017,11128,2,25595,5,145,47.9,1.6
2018,10799,2,30555,1,145,58.9,1.5
2017,14799,2,17339,1,145,64.2,1.5
2015,10999,2,25627,1,0,78.5,1.5
2016,8825,2,21297,5,20,62.8,1
2016,7175,2,40003,5,20,62.8,1
2016,6800,2,22421,1,0,78.5,1.5
2019,18498,2,5532,5,145,48.7,1
2015,6499,2,71500,5,20,61.4,1
2019,17999,1,95,5,145,48.7,1
2017,8499,2,31120,5,145,57.7,1
2017,7999,2,18800,5,145,57.7,1.2
2018,9599,2,7916,5,150,43.5,1.2
2018,13999,2,16908,5,150,54.3,1
2017,10499,2,25000,5,150,65.7,1
2020,22998,2,1000,5,150,49.6,1
2017,12999,2,44000,1,150,60.1,2
2019,10998,2,2296,5,145,43.5,1.2
2019,15999,2,15000,5,145,60.1,1
2019,16799,2,4660,5,145,60.1,1
2015,6999,2,34772,5,125,54.3,1.2
2017,10999,2,8146,5,145,65.7,1
2019,15999,2,8340,5,145,60.1,1
2019,14999,2,6177,5,145,58.9,1
2019,16998,2,4152,5,145,60.1,1
2019,14499,2,10050,5,145,60.1,1
2019,14998,2,10464,5,145,58.9,1
2017,11999,1,20007,5,0,57.7,1
2020,28998,2,2985,5,145,34.5,2.3
2019,19998,1,12030,1,145,42.2,2
2016,8499,2,15001,5,30,55.4,1
2017,9999,2,18916,5,145,65.7,1
2017,10499,2,31803,5,145,65.7,1
2016,7999,2,30900,5,0,65.7,1
2014,10999,2,42368,1,200,47.9,2
2019,13399,2,9829,1,150,58.9,1.5
2016,9699,2,17330,5,0,65.7,1
2019,17499,1,5700,1,145,50.4,1.5
2019,18200,2,804,5,145,48.7,1
2017,16499,1,15100,5,160,44.8,1.5
2018,15999,2,4443,5,145,48.7,1.5
2016,10414,2,23998,5,20,62.8,1
2017,12999,1,17303,5,125,51.4,1
2017,16749,1,28493,5,235,38.2,1.5
2018,18681,2,17515,5,145,41.5,2
2017,13249,1,8727,5,125,51.4,1
2010,15999,2,25490,5,150,60.1,1.5
2018,12999,2,15608,5,150,54.3,1
2017,8999,2,29127,5,150,65.7,1
2018,9999,2,12000,5,150,64.2,1.1
2013,6999,1,62000,5,0,57.7,1
2014,5999,2,61686,5,0,65.7,1
2017,8499,2,12412,5,145,65.7,1
2017,9999,2,13759,5,145,52.3,1
2017,8999,2,25000,5,30,55.4,1
2017,10999,2,34844,5,145,47.9,1.6
2015,9933,1,16186,5,165,44.8,1.6
2011,3999,2,127544,5,150,47.9,1.6
2017,8444,2,42787,5,150,65.7,1
2017,11211,2,22766,5,20,60.1,1
2017,10483,2,25000,1,150,74.3,1.5
2009,4352,2,128046,1,240,44.1,2
2017,10999,1,45709,5,150,46.3,1.5
2017,12222,2,38600,1,30,64.2,2
2011,3888,2,50425,5,30,57.7,1.2
2019,19710,2,5691,1,145,47.9,2
2019,17999,2,12014,5,150,60.1,1
2015,7299,1,37216,5,165,44.1,1.6
2019,17999,2,17984,1,150,62.8,2
2011,5999,2,18233,5,200,42.8,1.2
2017,7999,2,28907,5,125,54.3,1.2
2015,13583,2,21718,1,20,67.3,2
2016,12918,2,45962,5,160,45.6,1.5
2018,11499,2,21023,5,145,60.1,1
2017,17986,1,52835,1,150,51.4,2
2017,17998,2,28177,1,150,54.3,2
2013,3999,2,32966,5,30,57.7,1.2
2019,20499,2,2554,1,150,47.9,2
2019,15999,1,999,5,145,45.6,1
2016,10299,2,57815,1,125,60.1,2
2017,14999,1,26476,1,125,57.7,2
2012,4699,2,39620,5,125,50.4,1.2
2019,16999,2,10678,5,150,52.3,1
2016,9399,2,18485,1,20,68.9,1.5
2020,32999,1,49,1,145,43.5,2
2019,14299,2,2698,5,150,58.9,1
2019,16499,1,3205,5,145,45.6,1
2015,9299,1,20966,5,0,57.7,1
2020,17499,2,15,5,150,53.3,1
2019,14299,2,4216,5,150,58.9,1
2019,14499,2,9033,5,150,55.4,1
2019,20499,2,3572,1,145,70.6,2
2019,25499,1,1274,1,145,38.7,2
2019,19499,2,5556,1,145,47.9,2
2017,12999,2,12843,1,30,64.2,1.5
2014,5299,2,78767,5,150,47.9,1.6
2017,9499,2,30825,5,150,61.4,1
2019,16498,2,5826,5,145,60.1,1
2020,20999,2,3952,5,150,50.4,1
2020,22999,2,1977,5,150,49.6,1
2019,17499,2,8140,5,150,60.1,1
2017,10999,2,42632,1,150,74.3,1.5
2015,10999,2,56308,1,150,54.3,2
2018,11999,2,21384,5,145,54.3,1
2016,7999,2,51976,5,20,61.4,1
2019,15999,2,8706,1,150,80.7,1.5
2017,13499,2,24234,1,150,64.2,1.5
2014,3999,2,61008,5,30,57.7,1.2
2010,3699,2,60466,1,160,51.4,2
2011,3299,2,61437,5,30,57.7,1.2
2015,7599,2,31141,5,125,52.3,1
2015,6395,2,89770,1,20,67.3,1.6
2017,9495,2,29000,1,150,44.8,1.5
2017,11299,2,23624,1,0,74.3,1.5
2019,14999,2,9772,5,145,58.9,1
2016,10499,1,26759,5,160,44.8,1.5
2019,14499,2,9023,5,145,60.1,1
2018,11999,2,26898,5,145,57.7,1
2017,9999,2,17453,5,125,53.3,1
2017,8999,2,33460,5,20,60.1,1
2017,9999,1,19249,5,145,47.9,1.6
2019,15499,2,3765,5,145,55.4,1
2018,14999,2,14498,1,145,54.3,1.5
2017,11499,2,27354,1,125,61.4,1.5
2018,14299,2,9804,5,145,65.7,1
2019,21499,1,10265,1,145,42.2,2
2016,11699,1,24904,1,125,56.5,2
2019,24999,1,4985,1,145,42.2,2
2017,11499,2,18386,5,30,55.4,1
2016,9299,2,16218,1,0,88.3,1.5
2019,25999,1,11112,1,145,53.3,2
2019,14499,2,4266,5,145,58.9,1
2019,19999,2,4185,1,145,47.9,2
2017,10499,2,13625,5,0,65.7,1
2016,10000,1,89206,1,125,57.7,2
2012,4699,2,67226,5,30,56.5,1
2013,9500,2,67311,1,205,47.9,2
2019,15124,2,17354,1,145,74.3,1.5
2017,13999,2,46502,1,145,54.3,2
2009,3250,2,43000,5,30,55.4,1.2
2018,12495,2,18894,5,145,62.8,1
2017,8995,2,13759,5,145,54.3,1.2
2015,6995,2,56005,5,30,55.4,1
2017,9895,2,10228,5,30,57.7,1
2019,21699,1,11804,5,145,49.6,2
2019,23999,2,5834,1,145,50.4,2
2016,10999,2,11264,5,20,62.8,1
2019,17998,2,10222,1,145,74.3,1.5
2019,18699,1,4267,5,145,51.4,1
2019,16499,1,4340,5,145,45.6,1
2017,9999,2,21973,1,145,68.9,1.5
2019,14999,2,13994,5,145,53.3,1
2015,10299,2,8161,5,0,65.7,1
2013,6500,2,43181,5,0,65.7,1
2016,8500,2,37695,1,0,74.3,1.5
2013,5799,2,45787,5,30,54.3,1.2
2015,8299,2,45500,1,0,78.5,1.5
2016,14499,2,32792,1,125,56.5,2
2013,5699,2,51338,1,30,61.4,1.6
2015,10000,2,19498,1,0,74.3,1.5
2015,8199,2,88570,1,145,49.6,2
2014,8000,1,55632,1,160,47.1,2
2014,8000,2,63958,5,145,47.9,1.6
2015,6495,2,41896,5,125,54.3,1.2
2015,10995,2,30760,1,115,58.9,1.6
2018,17995,1,15393,1,145,54.3,2
2015,7995,1,26220,5,0,57.7,1
2017,8211,2,46282,5,20,61.4,1
2015,8999,2,9467,5,0,65.7,1
2016,13487,1,53930,1,150,52.3,2
2015,12434,1,30970,1,150,52.3,2
2017,10587,2,50526,1,0,74.3,1.5
2017,14555,1,11590,5,150,38.2,1.5
2014,5999,2,42012,5,0,65.7,1
2012,4499,2,72279,5,145,47.9,1.6
2019,14598,2,10555,5,145,55.4,1
2019,14299,2,5759,5,145,48.7,1
2019,15999,1,8910,5,145,48.7,1
2015,7799,2,45343,1,30,61.4,1.6
2015,13499,2,30555,1,20,67.3,2
2014,9599,2,62350,1,200,47.9,2
2017,13299,2,31976,1,30,61.4,2
2018,9999,2,30375,1,145,68.9,1.5
2014,8399,2,65929,5,145,47.9,1.6
2015,8749,2,56109,5,145,47.9,1.6
2018,14199,2,13883,5,145,58.9,1
2014,6561,2,39381,5,0,65.7,1
2017,9078,1,16813,5,0,57.7,1
2012,4490,2,52762,5,150,48.7,1.4
2011,5990,1,108343,1,205,47.1,2
2016,6490,2,64384,1,0,78.5,1.5
2017,12495,1,8629,5,145,54.3,1
2017,10600,2,29358,5,0,65.7,1
2018,15299,2,2299,1,145,54.3,1.5
2019,15699,2,9004,5,145,60.1,1
2019,15999,2,4857,5,145,60.1,1
2019,9699,2,9000,5,145,43.5,1.2
2019,20499,1,13211,5,145,31,1.5
2019,17999,2,2000,5,145,51.4,1
2017,9599,2,23319,1,30,64.2,1.5
2017,8000,2,66210,1,145,88.3,1.5
2016,9195,2,95150,1,30,62.8,2
2015,9795,1,102940,3,0,67.3,2
2016,9000,2,61190,1,0,78.5,1.5
2016,12295,1,74000,1,145,52.3,2
2015,6000,2,49450,1,0,76.4,1.5
2015,7000,2,76890,1,0,74.3,1.5
2013,4500,2,97930,5,145,47.9,1.6
2016,9600,2,16505,5,125,53.3,1
2014,14800,2,35712,5,235,39.2,2
2018,12999,1,18961,1,145,58.9,1.5
2017,10999,1,13660,5,145,47.9,1.6
2017,16199,2,13182,1,145,64.2,1.5
2012,8150,1,69382,5,555,27.4,2.5
2016,8999,2,18086,5,20,60.1,1
2016,11000,2,30409,1,20,68.9,1.5
2019,16300,2,15825,5,150,60.1,1
2016,7695,2,32290,5,0,65.7,1
2015,10499,2,54429,1,125,58.9,1.6
2014,6000,2,31124,5,30,54.3,1.2
2017,10299,2,17852,5,145,62.8,1
2016,6299,2,90378,1,0,74.3,1.5
2015,5500,2,67375,1,0,78.5,1.5
2013,5299,2,64231,5,0,65.7,1
2016,8700,2,42026,5,125,53.3,1
2018,15500,2,14766,1,150,64.2,1.5
2017,15400,2,29004,1,150,54.3,2
2017,10500,2,15627,5,165,44.1,1.6
2017,11768,2,15375,5,145,57.7,1
2017,11799,2,28333,5,145,60.1,1
2017,16499,2,32253,1,145,67.3,2
2016,14199,2,51244,1,125,60.1,2
2015,7999,2,15107,5,0,65.7,1
2018,13000,2,10834,5,145,57.7,1
2017,12000,2,28346,1,145,64.2,1.5
2014,5500,2,25766,5,30,57.7,1.2
2013,7500,2,29845,5,0,65.7,1
2017,16000,2,29725,1,125,60.1,2
2016,8200,2,20387,5,0,65.7,1
2015,7500,2,31994,1,0,76.4,1.5
2017,11300,2,13550,5,145,65.7,1
2019,12798,2,8000,1,150,88.3,1.5
2019,16998,1,1088,5,145,45.6,1
2019,18999,1,20,5,150,45.6,1
2018,15299,2,21851,1,150,64.2,1.5
2017,8999,2,12052,5,150,54.3,1.2
2015,5999,2,41886,5,30,54.3,1.2
2020,20999,2,2000,5,150,51.4,1
2019,13998,1,5674,5,150,48.7,1
2017,16999,2,24242,1,150,54.3,2
2014,6299,2,28543,5,30,54.3,1.2
2018,10200,2,30737,5,145,65.7,1
2019,13200,2,18331,5,145,60.1,1
2013,7200,2,39315,1,0,78.5,1.6
2016,8800,2,30612,5,0,65.7,1
2019,16600,2,21480,1,145,38.2,2
2019,21000,2,9193,1,145,55.4,2
2013,6999,2,29624,1,20,67.3,1.6
2016,9499,1,12499,5,165,44.1,1.6
2017,15299,2,14710,1,145,60.1,2
2018,9700,2,30284,5,145,64.2,1.1
2016,12500,2,26545,1,30,64.2,1.5
2013,5300,2,17427,5,30,57.7,1.2
2017,11300,2,14577,5,145,65.7,1
2017,12000,2,45032,1,0,78.5,1.5
2017,16500,2,27415,1,125,60.1,2
2019,12000,2,14620,5,145,60.1,1
2018,10100,2,38902,5,145,56.5,1
2018,10800,2,29783,5,145,56.5,1
2017,10500,2,11518,5,145,52.3,1
2015,9400,2,48153,1,0,74.3,1.5
2015,9500,2,33496,1,0,74.3,1.5
2016,9999,2,26088,1,20,68.9,1.5
2017,7699,2,16001,5,145,57.7,1.2
2016,8299,2,16060,1,0,78.5,1.5
2013,6499,2,41048,5,20,58.9,1
2017,9299,2,18518,5,160,44.8,1.5
2019,16998,2,2121,5,145,51.4,1
2018,12799,2,21718,5,145,62.8,1
2012,6499,2,25797,5,145,48.7,1.6
2019,16998,2,5568,5,145,60.1,1
2019,14998,2,6564,5,145,58.9,1
2019,13998,2,7126,5,145,62.8,1
2019,19698,2,3520,5,145,39.2,1.5
2019,12498,2,12831,5,145,65.7,1
2014,7299,2,45310,5,20,60.1,1
2016,7499,2,4189,5,125,54.3,1.2
2018,10999,2,20254,5,145,60.1,1
2018,14999,1,23624,5,145,54.3,1
2017,9699,2,9936,5,145,65.7,1
2017,13499,2,27064,5,145,48.7,1.5
2020,21999,2,2500,5,150,50.4,1
2017,9299,2,39904,5,20,61.4,1
2019,17299,1,861,5,145,45.6,1
2019,20799,1,9333,1,145,47.9,2
2019,14999,1,1519,5,150,48.7,1
2016,11299,1,10360,1,20,64.2,1.5
2015,8999,2,9181,5,0,65.7,1
2013,6799,2,58873,1,125,60.1,1.6
2015,8499,2,46301,1,0,74.3,1.5
2019,12999,2,9921,5,145,58.9,1
2019,14799,2,442,5,150,56.5,1
2018,20999,1,11386,1,150,54.3,2
2019,13799,2,7463,5,145,53.3,1
2018,12399,2,18227,1,145,80.7,1.5
2019,10999,2,2889,5,145,43.5,1.2
2017,18999,2,22017,1,160,48.7,2
2017,7999,2,26213,1,0,78.5,1.5
2018,11699,2,18678,5,145,54.3,1
2019,21999,1,7550,5,145,29.1,1.5
2018,13799,1,1715,5,145,45.6,1
2019,15999,2,5153,5,145,60.1,1
2019,11999,2,3409,5,145,55.4,1.1
2019,15699,2,6195,5,145,60.1,1
2016,11899,1,48792,1,145,52.3,2
2019,10499,2,308,5,145,47.9,1.2
2019,16399,1,935,5,145,45.6,1
2017,8199,2,30510,5,150,54.3,1.2
2019,17799,2,1524,5,150,51.4,1
2018,19999,1,14089,5,145,38.2,1.5
2019,21799,1,6083,1,150,37.2,2
2017,11000,2,35654,1,125,61.4,1.5
2017,8400,1,19678,5,160,44.1,1.6
2017,22000,2,32315,1,145,44.1,2
2017,8300,2,23255,5,0,65.7,1
2017,11250,2,6746,5,20,60.1,1
2016,7999,2,12410,5,125,52.3,1
2018,13100,2,11581,5,145,55.4,1
2016,12000,2,21569,1,125,60.1,2
2017,10650,2,20000,1,20,68.9,1.5
2017,9700,2,12955,5,0,65.7,1
2014,7400,2,15589,5,30,54.3,1.2
2017,10400,2,25400,1,0,74.3,1.5
2017,13300,1,22071,5,240,38.2,1.5
2017,9400,1,17544,5,165,44.1,1.6
2017,10800,1,22965,5,125,51.4,1
2016,8200,2,31272,5,0,65.7,1
2017,11000,2,27878,1,0,74.3,1.5
2015,6995,2,34645,5,125,54.3,1.2
2016,10495,2,8311,1,0,74.3,1.5
2017,15995,1,7637,5,145,38.2,1.5
2015,9495,2,6600,5,160,44.8,1.5
2017,14995,1,14643,1,125,58.9,2
2013,6495,2,48704,5,0,65.7,1
2018,11495,2,15344,5,145,65.7,1
2017,12000,2,24773,5,160,45.6,1.5
2016,8300,2,38043,5,0,65.7,1
2017,19000,2,31295,1,200,47.9,2
2017,8500,2,22637,5,0,65.7,1
2015,10300,2,36500,5,150,47.9,1.6
2019,10700,2,10000,5,150,55.4,1.1
2015,8500,2,41904,5,20,60.1,1
2017,11000,2,14621,1,0,74.3,1.5
2015,8350,2,46935,5,20,60.1,1
2017,16500,2,19709,5,145,41.5,2
2015,7700,2,54803,5,20,60.1,1
2017,13500,2,47922,1,30,64.2,1.5
2016,15500,1,28860,1,145,52.3,2
2018,12500,2,12500,5,145,49.6,1
2017,10500,2,30933,5,145,60.1,1
2015,8300,2,18381,5,20,60.1,1
2017,9650,2,23300,5,20,60.1,1
2017,11500,1,34468,1,0,67.3,1.5
2017,12950,2,15000,5,160,45.6,1.5
2017,13000,2,8000,5,160,45.6,1.5
2018,12300,2,11173,5,150,56.5,1
2016,13250,2,25000,5,160,45.6,1.5
2017,11100,1,42500,1,145,67.3,1.5
2019,10900,2,7342,5,145,55.4,1.1
2017,12700,2,16284,5,160,45.6,1.5
2016,13100,1,27363,1,145,52.3,2
2014,9000,1,22311,5,0,57.7,1
2016,7600,2,17838,5,125,54.3,1.2
2016,10200,2,29550,5,145,47.9,1.6
2019,12600,2,12663,5,145,58.9,1
2016,9799,1,28407,1,30,58.9,1.5
2017,12199,2,17954,1,150,74.3,1.5
2017,14599,1,30791,5,150,38.2,1.5
2019,16799,1,433,5,150,45.6,1
2017,14999,2,24877,1,30,64.2,1.5
2019,17399,1,246,5,150,45.6,1
2017,14999,2,25535,1,125,60.1,2
2015,6999,2,50395,1,30,61.4,1.6
2017,10999,2,16255,1,20,68.9,1.6
2017,11999,2,12485,5,150,60.1,1
2017,9000,1,26825,5,150,44.1,1.6
2017,12200,1,44325,5,150,38.2,1.5
2017,12000,2,19690,5,150,45.6,1.5
2017,11700,2,25971,5,150,45.6,1.5
2017,13700,2,27970,1,150,60.1,2
2017,15000,2,24587,5,150,45.6,1.5
2016,9500,2,21844,5,30,55.4,1
2016,8500,2,23676,5,20,62.8,1
2016,8700,2,15000,5,0,65.7,1
2014,10200,2,26150,1,200,47.9,2
2019,15999,2,2410,5,150,53.3,1
2019,12999,2,8732,5,145,58.9,1
2019,12999,2,9307,5,145,58.9,1
2019,14199,1,6335,5,145,48.7,1
2017,17499,1,32849,1,145,54.3,2
2016,8299,2,36711,1,30,64.2,1.5
2019,14399,1,6967,5,145,48.7,1
2016,8799,2,10380,5,0,65.7,1
2018,17999,1,23598,1,145,53.3,2
2016,8200,2,21731,5,0,65.7,1
2017,10800,2,40000,1,0,74.3,1.5
2017,11200,2,14341,1,0,74.3,1.5
2017,15500,3,42200,1,145,54.3,2
2016,10000,2,27127,1,30,65.7,1.5
2017,13000,2,38181,5,165,45.6,1.5
2017,10700,2,26715,5,150,60.1,1
2016,15400,1,18000,5,240,38.2,1.5
2016,9800,2,27861,5,20,60.1,1
2017,16500,3,47760,1,150,54.3,2
2017,9400,1,25000,5,150,44.1,1.6
2015,10500,1,6693,5,165,44.8,1.6
2016,14800,2,32469,1,125,56.5,2
2017,6900,2,37052,5,125,54.3,1.2
2017,14800,3,59220,1,150,54.3,2
2017,14000,2,24000,5,165,45.6,1.5
2015,8700,2,31399,5,0,65.7,1
2016,14500,2,31543,5,165,45.6,1.5
2017,14500,2,43250,1,125,60.1,2
2017,10750,2,45000,5,165,45.6,1.5
2017,14999,2,24877,1,30,64.2,1.5
2016,19199,1,36142,1,165,48.7,2
2019,22599,2,5866,1,150,37.7,2
2017,13699,1,41445,1,150,56.6,1.5
2020,15999,2,183,5,150,55.4,1
2015,10499,2,24365,1,125,60.1,2
2019,16799,1,433,5,150,45.6,1
2018,11999,2,6150,5,150,65.7,1
2017,8999,2,40561,5,20,62.8,1
2016,9999,1,22998,1,20,64.2,1.5
2016,10200,2,12427,5,20,61.4,1
2017,15900,2,30884,1,20,67.3,2
2016,9800,2,22824,1,30,64.2,1.5
2016,10100,2,38638,1,0,74.3,1.5
2016,10500,1,13642,1,30,58.9,1.5
2016,10800,1,15903,5,125,51.4,1
2016,9850,1,19243,5,160,44.8,1.5
2017,10000,2,24891,5,125,52.3,1
2016,8400,2,36701,5,125,53.3,1
2016,19500,1,28746,1,160,48.7,2
2017,10700,2,47408,1,0,78.5,1.5
2017,10500,2,11896,5,125,52.3,1
2018,25500,1,12145,1,145,47.9,2
2016,7800,2,29512,5,0,65.7,1
2016,7900,2,29326,5,0,65.7,1
2015,9100,2,38379,1,0,74.3,1.5
2017,17700,1,14606,5,235,38.2,1.5
2016,7500,2,44264,5,0,65.7,1
2016,8200,2,29529,5,0,65.7,1
2015,11600,2,22321,1,20,68.9,2
2016,8700,2,12110,5,0,65.7,1
2016,8900,2,35500,5,20,62.8,1
2017,7995,2,41589,5,145,65.7,1
2018,8495,2,11562,5,145,57.7,1.2
2017,9995,2,24826,5,150,65.7,1
2019,15295,2,5551,5,150,48.7,1
2017,10295,2,46713,5,20,60.1,1
2017,10995,2,24449,5,150,60.1,1
2017,15600,3,12000,1,145,58.9,1.5
2016,10200,1,10000,5,160,44.1,1.6
2014,7900,2,14175,5,0,65.7,1
2018,20200,1,6808,5,145,38.2,1.5
2017,12000,2,20000,5,165,45.6,1.5
2017,14250,2,13353,5,165,45.6,1.5
2017,9450,2,8724,5,150,52.3,1
2017,9450,1,17000,5,150,44.1,1.6
2017,9650,2,27000,5,150,61.4,1
2015,10800,2,31593,1,125,60.1,2
2015,9300,2,48906,1,0,78.5,1.5
2016,8650,2,27241,5,20,62.8,1
2017,12489,2,13530,1,150,74.3,1.5
2017,14989,2,22182,1,125,60.1,2
2017,9989,3,16019,5,150,57.7,1
2018,14295,2,10585,5,145,57.7,1
2016,9295,2,35150,5,0,65.7,1
2018,10795,2,41008,5,145,56.5,1
2017,16495,2,25352,1,145,60.1,2
2019,14695,2,9316,5,145,53.3,1
2011,4495,2,77000,5,145,47.9,1.6
2011,4695,2,67000,5,145,47.9,1.6
2015,12200,2,38773,1,20,67.3,2
2016,9800,1,24076,1,125,58.9,2
2016,7500,2,36421,5,0,65.7,1
2017,12000,2,21750,5,160,45.6,1.5
2015,7100,2,33428,5,0,65.7,1
2017,11800,2,16612,1,0,74.3,1.5
2014,8100,2,39612,1,20,67.3,1.6
2016,11000,2,25921,5,145,47.9,1.6
2017,10150,2,29301,1,0,74.3,1.5
2018,11250,2,29463,5,150,62.8,1
2018,13495,2,6019,5,145,65.7,1
2018,13995,2,15080,5,145,54.3,1
2019,13489,2,11268,5,145,58.9,1
2015,9489,2,38000,1,0,74.3,1.5
2019,11489,2,7199,5,150,58.9,1
2016,7489,2,33000,5,125,54.3,1.2
2017,10789,1,22000,5,150,51.4,1
2017,9789,3,21899,5,0,57.7,1
2017,10989,2,20000,5,150,60.1,1
2017,12299,2,12100,5,150,60.1,1
2017,10989,2,11256,5,150,60.1,1
2018,10489,2,11704,5,150,65.7,1
2018,10489,2,15402,5,150,65.7,1
2019,22500,1,4030,5,150,31,1.5
2018,13489,3,3549,1,150,74.3,1.5
2018,13799,2,8244,5,145,54.3,1
2017,15999,2,27858,1,145,62.8,2
2014,6789,3,31000,5,165,44.1,1.6
2018,10489,2,19137,5,150,65.7,1
2018,10489,2,19510,5,150,65.7,1
2018,8489,2,8200,5,150,57.7,1.2
2019,17289,2,8955,1,145,45.6,1.5
2016,14689,2,29712,1,145,54.3,2
2017,15489,2,6706,1,145,64.2,1.5
2016,8489,2,36820,1,20,68.9,1.5
2016,10489,1,12416,5,125,51.4,1
2019,14489,2,13765,5,145,58.9,1
2017,14489,2,16816,1,145,64.2,1.5
2019,15489,2,3916,5,145,48.7,1
2015,7189,2,28101,5,125,54.3,1.2
2018,14289,2,2282,5,145,48.7,1
2017,19289,2,28492,1,145,56.5,2
2019,17289,2,12030,5,145,60.1,1
2016,7999,2,15074,5,125,54.3,1.2
2016,9800,2,44162,1,20,70.6,2
2017,16500,3,30000,1,145,54.3,2
2017,8600,2,26068,5,145,65.7,1
2015,8000,2,50000,5,20,60.1,1
2016,12400,1,29608,1,125,57.7,2
2016,7250,2,38830,5,0,65.7,1
2018,23000,1,13649,1,150,47.9,2
2016,13700,1,36547,1,125,57.7,2
2017,11500,1,20733,5,150,51.4,1
2017,12200,2,54000,1,125,60.1,2
2017,11999,2,20479,5,145,47.9,1.6
2017,10999,2,16714,1,145,74.3,1.5
2019,16999,2,3211,5,145,60.1,1
2017,6699,2,20301,5,145,57.7,1.2
2019,24999,2,6746,5,145,34.5,2.3
2019,11999,2,4800,5,145,58.9,1
2018,9989,2,25379,5,145,65.7,1
2018,13989,2,7534,5,145,57.7,1
2015,12000,2,36638,1,145,54.3,2
2017,12289,2,14112,5,145,60.1,1
2018,11489,2,18377,5,150,65.7,1
2018,11889,2,9610,5,150,60.1,1
2016,11489,2,19942,1,0,74.3,1.5
2016,8289,2,21000,5,0,65.7,1
2018,9989,2,14826,5,150,64.2,1.1
2018,9989,2,23591,5,150,65.7,1
2019,32489,1,667,1,145,37.2,2
2017,9989,2,17221,5,145,65.7,1
2017,7389,3,60420,5,160,44.1,1.6
2017,8289,2,60462,5,125,53.3,1
2016,7389,2,8741,5,125,54.3,1.2
2019,22389,1,8002,1,145,38.7,2
2019,16989,2,2120,5,145,60.1,1
2019,13989,2,21,5,145,53.3,1
2019,19989,3,7600,1,145,46.3,2
2017,14200,2,27252,1,30,64.2,1.5
2017,10200,2,27912,1,0,74.3,1.5
2017,10900,2,41000,5,30,54.3,1
2018,18200,1,2331,1,145,47.9,2
2016,12500,2,61051,1,145,54.3,2
2015,11000,1,47932,1,125,58.9,2
2017,10200,2,43234,1,0,74.3,1.5
2017,10300,2,51186,5,125,51.4,1.5
2017,10700,2,18483,5,20,60.1,1
2018,17489,2,9028,5,145,41.5,2
2017,15289,2,23815,5,145,41.5,2
2017,9589,2,8659,5,145,65.7,1
2017,8789,2,23447,5,125,52.3,1
2019,17989,1,15623,1,145,74.3,1.5
2019,19989,2,7895,5,150,40.3,1.5
2015,5489,2,75000,1,30,61.4,1.6
2016,13289,2,20050,1,125,60.1,2
2020,15250,2,4500,5,150,58.9,1
2017,10489,2,3960,5,20,60.1,1
2019,15789,2,8800,5,150,60.1,1
2018,9989,2,22922,5,150,65.7,1
2017,7989,3,36971,5,160,44.1,1.6
2017,7989,2,45830,1,20,68.9,1.5
2015,7349,3,57836,5,160,44.1,1.6
2017,18500,2,21181,1,150,54.3,2
2019,35488,1,12,5,145,30.7,2.3
2019,35989,1,12,5,145,30.7,2.3
2018,13449,1,29765,5,145,31,1.5
2016,9489,3,18708,5,145,47.9,1.6
2017,7489,2,29094,5,145,65.7,1
2015,11400,2,33962,1,125,60.1,2
2017,10800,2,19022,5,150,44.1,1.6
2019,18000,2,881,5,150,60.1,1
2017,8489,2,31902,5,145,65.7,1
2017,14489,2,7953,1,150,64.2,1.5
2018,12489,2,30050,5,145,48.7,1.5
2017,8489,2,59630,1,20,68.9,1.5
2016,16949,2,39140,1,125,51.4,2
2012,3989,2,73994,5,20,68.9,1.4
2009,3789,2,71672,1,20,67.3,1.6
2014,7989,3,12800,5,0,57.7,1
2017,10589,2,59455,1,125,60.1,2
